ngame,datewhen,probs,bet_coef,win_bet
38570,2021-02-12T15:48:43Z,0.71,1.616,FALSE
38596,2021-02-12T16:42:44Z,0.752,1.565,TRUE
44209,2021-02-12T18:04:52Z,0.715,1.56,TRUE
42843,2021-02-12T20:18:50Z,0.712,1.63,TRUE
42301,2021-02-12T21:14:46Z,0.808,1.59,TRUE
39850,2021-02-13T00:30:48Z,0.717,1.57,TRUE
39827,2021-02-13T01:28:41Z,0.703,1.58,FALSE
38995,2021-02-13T11:02:39Z,0.76,1.61,TRUE
38530,2021-02-13T11:32:45Z,0.727,1.69,FALSE
39269,2021-02-13T11:34:51Z,0.704,1.57,TRUE
45442,2021-02-13T11:48:44Z,0.712,1.625,FALSE
38142,2021-02-13T13:38:58Z,0.746,1.595,TRUE
45248,2021-02-13T16:39:00Z,0.707,1.57,FALSE
39488,2021-02-13T20:02:48Z,0.721,1.58,TRUE
37940,2021-02-13T20:06:53Z,0.718,1.6,FALSE
40728,2021-02-13T20:16:39Z,0.738,1.71,TRUE
41575,2021-02-13T20:20:36Z,0.713,1.704,TRUE
41783,2021-02-13T20:52:48Z,0.73,1.63,FALSE
42304,2021-02-13T22:08:40Z,0.714,1.584,FALSE
46396,2021-02-14T08:36:45Z,0.748,1.63,FALSE
44431,2021-02-14T11:38:44Z,0.714,1.736,TRUE
41566,2021-02-14T15:37:00Z,0.721,1.57,TRUE
45114,2021-02-14T16:13:01Z,0.716,1.57,TRUE
43200,2021-02-15T01:40:35Z,0.703,1.584,TRUE
45505,2021-02-15T03:20:41Z,0.701,1.605,TRUE
43296,2021-02-15T07:10:36Z,0.71,1.58,TRUE
46251,2021-02-15T08:58:38Z,0.714,1.59,TRUE
46947,2021-02-15T11:58:42Z,0.716,1.59,TRUE
38218,2021-02-15T12:06:44Z,0.713,1.59,TRUE
38648,2021-02-15T17:36:43Z,0.756,1.67,TRUE
45486,2021-02-15T19:56:41Z,0.714,1.565,TRUE
46607,2021-02-15T20:46:42Z,0.704,1.65,TRUE
39828,2021-02-16T01:24:36Z,0.721,1.605,TRUE
40831,2021-02-16T04:16:55Z,0.706,1.65,TRUE
46046,2021-02-16T07:26:38Z,0.713,1.57,TRUE
42048,2021-02-16T09:56:41Z,0.751,1.72,TRUE
47187,2021-02-16T10:56:47Z,0.703,1.605,TRUE
43060,2021-02-16T11:34:48Z,0.791,1.6,TRUE
42311,2021-02-16T20:50:48Z,0.709,1.635,FALSE
40558,2021-02-17T05:10:43Z,0.722,1.56,TRUE
43621,2021-02-17T11:26:47Z,0.732,1.584,TRUE
38606,2021-02-17T14:12:49Z,0.76,1.61,TRUE
42313,2021-02-17T15:10:49Z,0.705,1.73,TRUE
45488,2021-02-17T19:56:47Z,0.726,1.615,TRUE
43926,2021-02-17T20:22:49Z,0.705,1.68,FALSE
40463,2021-02-17T20:24:51Z,0.717,1.59,TRUE
44808,2021-02-17T20:50:47Z,0.71,1.6,TRUE
42314,2021-02-17T20:56:44Z,0.714,1.632,FALSE
